state_id,state,year,complaints_total,complaints_per100k,log_complaints_per100k,log_complaints_total,complaints_accepted,complaints_accepted_per100k,log_complaints_accepted_per100k,cso_broad_lag,log_cso_broad_lag,cso_broad_t,log_cso_broad_t,staff_total,log_staff,staff_visitadurias,log_staff_visitadurias,budget_nominal,budget_real2020,log_budget_real,population,homicides,homicide_rate,log_homicide_rate,gdp_percapita_2018,log_gdp_percapita,political_alignment,governor,governor_party,red_tdt_n,red_tdt_dummy,log_red_tdt,n_eventos_lag,log_eventos_lag
11,Guanajuato,2021,732.0,11.602538863750055,2.451223941728968,6.595780513961311,474.0,7.513119428166019,2.0166507494627326,17,2.833213344056216,18,2.8903717578961645,135.0,4.90527477843843,39.0,3.6635616461296463,117881220.0,112797439.4059728,18.54110419646892,6308964,2823,44.74585684749509,3.8009988560211454,171901.1446253299,12.054674850018522,0,Diego Sinhue Rodríguez Vallejo,PAN,3,1,1.0986122886681098,1586.0,7.368970402194793
11,Guanajuato,2022,1649.0,25.924354964631885,3.25518287298183,7.407924322559599,1193.0,18.755461172107847,2.931484972520148,18,2.8903717578961645,22,3.091042453358316,126.0,4.836281906951478,43.0,3.7612001156935615,120575077.0,108177890.72312938,18.499287566372484,6360814,2634,41.40979440681649,3.7235174327254574,174650.4000903029,12.07054154104428,0,Diego Sinhue Rodríguez Vallejo,PAN,3,1,1.0986122886681098,1439.0,7.271703706887368
11,Guanajuato,2023,2036.0,31.70113490374361,3.456352481622305,7.618742377670413,1376.0,21.424735573453447,3.064546122445181,22,3.091042453358316,30,3.4011973816621555,136.0,4.912654885736052,44.0,3.784189633918261,136673832.0,117161719.27237816,18.57906575438406,6422483,2581,40.1869495022408,3.693542303670506,175279.7414956178,12.074138499460055,0,Diego Sinhue Rodríguez Vallejo,PAN,3,1,1.0986122886681098,927.0,6.831953565565855
11,Guanajuato,2024,2361.0,36.42653950343267,3.5952976162103014,7.766840537085513,1672.0,25.796346484430085,3.2502328727694354,30,3.4011973816621555,0,,135.0,4.90527477843843,42.0,3.737669618283368,145995575.0,119301797.752809,18.597166956131545,6481538,2553,39.3887993868122,3.673481496366272,180616.9921398285,12.104134002692083,0,Libia Dennise García Muñoz Ledo,PAN,3,1,1.0986122886681098,743.0,6.610696044717759
12,Guerrero,2019,2013.0,55.84651723584985,4.0226071643201164,7.607381425639791,864.0,23.969891153390105,3.176798507484381,12,2.4849066497880004,12,2.4849066497880004,183.0,5.209486152841421,76.0,4.330733340286331,79840404.62,83504585.84696482,18.24041210863595,3604522,1580,43.833828729579125,3.7804058647013377,87985.82031126457,11.384930947650515,0,Héctor Astudillo Flores,PRI,2,1,0.6931471805599453,582.0,6.366470447731438
12,Guerrero,2020,1053.0,29.25036562957037,3.3758920737559914,6.959398512133975,532.0,14.777962502309055,2.69313705096366,12,2.4849066497880004,12,2.4849066497880004,179.0,5.187385805840755,75.0,4.31748811353631,82340404.62,82340404.62,18.226372488309018,3599955,1222,33.94486875530389,3.524737701353556,80547.71795758558,11.296605057447566,0,Héctor Astudillo Flores,PRI,2,1,0.6931471805599453,515.0,6.244166900663736
12,Guerrero,2021,1010.0,28.068560655325854,3.3346501120845846,6.917705609835305,500.0,13.89532705709201,2.631552600671472,12,2.4849066497880004,15,2.70805020110221,175.0,5.1647859739235145,75.0,4.31748811353631,85426741.96,81742602.84956989,18.21908587862707,3598332,1166,32.40390269713856,3.478278869159717,84381.70268891253,11.3431058642957,0,Héctor Astudillo Flores,PRI,2,1,0.6931471805599453,180.0,5.19295685089021
12,Guerrero,2022,1119.0,31.083756417795687,3.4366853810595583,7.020190708311925,723.0,20.08360669353555,2.9999038949063976,15,2.70805020110221,15,2.70805020110221,164.0,5.099866427824199,70.0,4.248495242049359,92470801.0,82963216.40050241,18.233907891631848,3599951,1137,31.583763223443874,3.452643166498169,86141.69998424979,11.363748893545129,1,Evelyn Salgado Pineda,MORENA,2,1,0.6931471805599453,118.0,4.770684624465665
12,Guerrero,2023,1581.0,43.865307702231966,3.7811237503108326,7.365812837209472,493.0,13.678429283491688,2.615820087144051,15,2.70805020110221,13,2.5649493574615367,200.0,5.298317366548036,92.0,4.5217885770490405,98493585.0,84432239.78603391,18.25145987461353,3604215,1401,38.87115502266097,3.660252459438368,86192.24463579449,11.364335483181955,1,Evelyn Salgado Pineda,MORENA,2,1,0.6931471805599453,314.0,5.749392985908253
12,Guerrero,2024,588.0,16.302842489310965,2.7913394784565706,6.376726947898627,429.0,11.894420795772795,2.4760694494859607,13,2.5649493574615367,0,,207.0,5.332718793265369,95.0,4.553876891600541,101889676.0,83260205.1072523,18.237481263182936,3606733,1398,38.76083979601484,3.6574104533516993,87064.86562770243,11.374408701756206,1,Evelyn Salgado Pineda,MORENA,2,1,0.6931471805599453,336.0,5.817111159963204
13,Hidalgo,2019,7828.0,252.9136930407056,5.533048296301543,8.965462328515967,1708.0,55.18351912538645,4.010664342134092,19,2.9444389791664403,19,2.9444389791664403,105.0,4.653960350157523,53.0,3.970291913552122,46970749.0,49126416.14023344,17.709907455020307,3095127,287,9.272640508773954,2.2270681835451978,132229.28041401855,11.792292667609257,0,Omar Fayad Meneses,PRI,4,1,1.3862943611198906,2887.0,7.967973179662935
13,Hidalgo,2020,4971.0,158.80946889078726,5.067705174811109,8.511376306094673,999.0,31.915240277991646,3.4630836473649897,19,2.9444389791664403,15,2.70805020110221,107.0,4.672828834461906,54.0,3.9889840465642745,47083040.18,47083040.18,17.667423413037845,3130166,296,9.4563674897753,2.2466883230404964,116588.000125233,11.666401632724495,0,Omar Fayad Meneses,PRI,4,1,1.3862943611198906,1485.0,7.3031700512368
13,Hidalgo,2021,5003.0,158.42571138780988,5.065285785575449,8.517793011488205,1026.0,32.489462299398944,3.4809157998179585,15,2.70805020110221,11,2.3978952727983707,103.0,4.634728988229636,49.0,3.8918202981106265,47880381.02,45815477.45127121,17.64013252761431,3157947,241,7.631540364673632,2.032289707577899,124119.25880960004,11.728998146981484,0,Omar Fayad Meneses,PRI,4,1,1.3862943611198906,579.0,6.361302477572996
13,Hidalgo,2022,1112.0,34.85531752034507,3.5512057086471214,7.013915474810528,0.0,0.0,,11,2.3978952727983707,18,2.8903717578961645,76.0,4.330733340286331,30.0,3.4011973816621555,47837353.0,42918852.50314014,17.574821739655018,3190331,274,8.588450540085026,2.150418340224664,135174.65178378043,11.814322938206796,0,Omar Fayad Meneses,PRI,4,1,1.3862943611198906,576.0,6.356107660695892
13,Hidalgo,2023,770.0,23.855250060335194,3.1720043214256086,6.646390514847729,340.0,10.533487039628527,2.354559424188086,18,2.8903717578961645,20,2.995732273553991,70.0,4.248495242049359,29.0,3.367295829986474,44235369.0,37920147.616026886,17.45099312817123,3227801,219,6.784804887290139,1.91468553639438,136794.16698860924,11.826232644289366,1,Julio Menchaca Salazar,MORENA,4,1,1.3862943611198906,387.0,5.958424693029782
13,Hidalgo,2024,503.0,15.408674501707056,2.7349306301689555,6.220590170099739,33.0,1.0109070746646776,0.0108480215356966,20,2.995732273553991,0,,73.0,4.290459441148391,30.0,3.4011973816621555,51802030.0,42330565.88355465,17.56101998078844,3264395,246,7.535852738409414,2.019671996001579,139111.93865938403,11.843034202117703,1,Julio Menchaca Salazar,MORENA,4,1,1.3862943611198906,469.0,6.150602768446279
14,Jalisco,2019,20486.0,243.203832377641,5.493899908099602,9.92749700499648,9593.0,113.88530528159278,4.735191847921069,25,3.218875824868201,25,3.218875824868201,337.0,5.820082930352362,146.0,4.983606621708336,144964917.07,151617911.0048948,18.83687417066408,8423387,2017,23.94523723058195,3.175769441057333,209787.7396586433,12.253851535003404,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,1707.0,7.442492722794441
14,Jalisco,2020,9304.0,109.36024491805152,4.694647431971083,9.1381996941985,8786.0,103.27161563306112,4.637362562308307,25,3.218875824868201,20,2.995732273553991,359.0,5.883322388488279,150.0,5.010635294096256,145818255.59,145818255.59,18.79787157950869,8507662,1754,20.61670997272811,3.0261019107047105,190911.3068901891,12.159564237347952,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,1655.0,7.411556287811163
14,Jalisco,2021,7703.0,89.84717582088044,4.498110180580648,8.949365142352965,6972.0,81.320850295103,4.398402444867593,20,2.995732273553991,23,3.1354942159291497,333.0,5.808142489980444,144.0,4.969813299576001,150819029.21,144314762.84842166,18.787507325153,8573447,1816,21.181678734352705,3.0531365973889204,199742.65881622644,12.204785111094465,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,,
14,Jalisco,2022,8313.0,96.12642758672366,4.565664279072861,9.025575833531088,8001.0,92.51865116340382,4.527410258391897,23,3.1354942159291497,29,3.367295829986474,308.0,5.730099782973574,119.0,4.77912349311153,165334885.0,148335622.64489502,18.8149879849044,8647986,1600,18.50141755548633,2.9178473537696457,207857.3049262568,12.244607089246063,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,2646.0,7.880804344674901
14,Jalisco,2023,3047.0,34.880615455695725,3.5519312438305137,8.021912778985708,3047.0,34.880615455695725,3.5519312438305137,29,3.367295829986474,34,3.5263605246161616,342.0,5.834810737062605,98.0,4.584967478670572,155255437.0,133090538.68705748,18.70654019659424,8735511,1450,16.598914476783328,2.8093373002594246,211735.89284015555,12.26309498852475,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,3594.0,8.187021067343505
14,Jalisco,2024,2976.0,33.73799656838321,3.518624696824415,7.998335395952982,184.0,2.0859514007333706,0.7352250584804183,34,3.5263605246161616,0,,331.0,5.802118375377063,111.0,4.709530201312334,164748036.0,134625565.67926458,18.718007895320685,8820915,1440,16.32483704921768,2.792687693441479,211322.6543958308,12.261141412224497,0,Enrique Alfaro Ramírez,MC,5,1,1.6094379124341005,3449.0,8.145839612936841
15,State of Mexico,2019,9137.0,53.303330545171086,3.975998815995775,9.12008738299862,9137.0,53.303330545171086,3.975998815995775,113,4.727387818712341,114,4.736198448394496,346.0,5.846438775057725,151.0,5.017279836814924,289790756.0,303090361.042547,19.52954154027705,17141518,2539,14.81199039664982,2.6954370147018327,128906.14845196324,11.766839887184291,0,Alfredo Del Mazo Maza,PRI,3,1,1.0986122886681098,3172.0,8.06211758275474
15,State of Mexico,2020,7449.0,43.2157081702229,3.766204044209589,8.915835074176277,7449.0,43.2157081702229,3.766204044209589,114,4.736198448394496,117,4.762173934797756,342.0,5.834810737062605,173.0,5.153291594497779,243863087.91,243863087.91,19.31211751065052,17236788,2441,14.16157116975622,2.650532040426272,118084.20002613016,11.679153208528708,0,Alfredo Del Mazo Maza,PRI,3,1,1.0986122886681098,4113.0,8.321907968230423
15,State of Mexico,2021,10118.0,58.515821769065504,4.069297175261613,9.22207129485188,10118.0,58.515821769065504,4.069297175261613,117,4.762173934797756,115,4.74493212836325,374.0,5.924255797414532,140.0,4.941642422609304,263456680.31,252094769.06810072,19.34531564251051,17291050,2346,13.567712776262864,2.607692909623152,125124.72388894834,11.737066309933356,0,Alfredo Del Mazo Maza,PRI,3,1,1.0986122886681098,2841.0,7.951911381854188
15,State of Mexico,2022,6850.0,39.41392585486791,3.67411920194892,8.83200393125627,6850.0,39.41392585486791,3.67411920194892,115,4.74493212836325,139,4.934473933130692,277.0,5.6240175061873385,125.0,4.8283137373023015,274337772.0,246131143.0109456,19.32137505351893,17379644,2257,12.9864570298448,2.563907047510184,127646.61502847816,11.757020904718958,0,Alfredo Del Mazo Maza,PRI,3,1,1.0986122886681098,4752.0,8.466320861042481
15,State of Mexico,2023,5262.0,30.066475365717363,3.4034107758209378,8.568266461600238,5262.0,30.066475365717363,3.4034107758209378,139,4.934473933130692,154,5.0369526024136295,320.0,5.768320995793772,129.0,4.859812404361672,283345467.0,242893914.4821438,19.308135340065075,17501220,2254,12.879102142593489,2.555606008820421,129493.00003085502,11.771382104844978,1,Delfina Gómez Álvarez,MORENA,3,1,1.0986122886681098,3689.0,8.213110697596676
15,State of Mexico,2024,5393.0,30.61418306906816,3.421463400565014,8.592857095337227,5393.0,30.61418306906816,3.421463400565014,154,5.0369526024136295,0,,316.0,5.755742213586912,129.0,4.859812404361672,300958697.0,245931519.5097038,19.32056367916604,17616018,1964,11.148944103031685,2.4113447941421984,131310.2840834972,11.785318382307397,1,Delfina Gómez Álvarez,MORENA,3,1,1.0986122886681098,4596.0,8.432941638968646
16,Michoacan,2019,2273.0,47.37043051447664,3.857998205230369,7.728855823852543,821.0,17.110041114115845,2.839665490830253,4,1.3862943611198906,4,1.3862943611198906,183.0,5.209486152841421,66.0,4.189654742026425,82640994.16,86433705.14161402,18.274888263508515,4798352,1680,35.012020793805874,3.55569145377513,132468.02256274657,11.794096556132352,0,Silvano Aureoles Conejo,PRD,1,1,0.0,232.0,5.44673737166631
16,Michoacan,2020,2458.0,50.88745611785022,3.929616451492203,7.80710329012598,805.0,16.665745392542483,2.8133554387847863,4,1.3862943611198906,5,1.6094379124341005,199.0,5.293304824724492,74.0,4.30406509320417,71844210.85,71844210.85,18.090010594522205,4830267,1976,40.90871167163223,3.711343039674036,124462.82182744764,11.731762330431252,0,Silvano Aureoles Conejo,PRD,1,1,0.0,656.0,6.486160788944089
16,Michoacan,2021,2720.0,55.93718747410077,4.024229408964285,7.908387159290043,1169.0,24.040651528391106,3.1797462111463104,5,1.6094379124341005,6,1.791759469228055,270.0,5.598421958998375,88.0,4.477336814478207,88653166.19,84829883.34752697,18.256158436650672,4862597,2233,45.92196309914229,3.8269435015144,129368.36159772237,11.770419130363347,0,Silvano Aureoles Conejo,PRD,1,1,0.0,434.0,6.073044534100405
16,Michoacan,2022,1850.0,37.74350169111289,3.6308133202443633,7.52294091807237,1573.0,32.09217738384896,3.46861230523027,6,1.791759469228055,11,2.3978952727983707,243.0,5.493061443340548,68.0,4.219507705176107,101429076.0,91000427.05903465,18.32637475742653,4901506,1969,40.17132693502773,3.693153480811119,133033.97751629807,11.79835984462433,1,Alfredo Ramírez Bedolla,MORENA,1,1,0.0,316.0,5.755742213586912
16,Michoacan,2023,1962.0,39.63155180552826,3.67962556377935,7.581719640125308,1691.0,34.15746896184928,3.530981272552622,11,2.3978952727983707,16,2.772588722239781,193.0,5.262690188904886,45.0,3.80666248977032,104779927.0,89821118.00709791,18.31333067274188,4950601,1438,29.04697833656964,3.368914461935033,136648.56266946174,11.825167672965453,1,Alfredo Ramírez Bedolla,MORENA,1,1,0.0,302.0,5.71042701737487
16,Michoacan,2024,1350.0,27.00727035718015,3.296106102245153,7.2078598714324755,1070.0,21.40576243124649,3.0636601582686303,16,2.772588722239781,0,,198.0,5.288267030694535,54.0,3.9889840465642745,108805145.0,88911252.29826353,18.303149265008404,4998654,1246,24.92671027040479,3.2159399301600766,136325.86492283724,11.822803364339237,1,Alfredo Ramírez Bedolla,MORENA,1,1,0.0,472.0,6.156978985585555
17,Morelos,2019,534.0,26.795109240248262,3.2882193798277832,6.280395838960195,534.0,26.795109240248262,3.2882193798277832,6,1.791759469228055,6,1.791759469228055,53.0,3.970291913552122,15.0,2.70805020110221,15800000.0,16525122.36957704,16.620392348792734,1992901,911,45.712255651434766,3.822366438127547,135323.33066218547,11.81542223582102,1,Cuauhtémoc Blanco Bravo,MORENA,0,0,,834.0,6.726233402358747
17,Morelos,2020,471.0,23.51761624243417,3.157749767657501,6.154858094016418,471.0,23.51761624243417,3.157749767657501,6,1.791759469228055,5,1.6094379124341005,53.0,3.970291913552122,15.0,2.70805020110221,15800000.0,15800000.0,16.575520497997196,2002754,802,40.04485823021699,3.690000281507598,122325.9601528695,11.714444565322264,1,Cuauhtémoc Blanco Bravo,MORENA,0,0,,10.0,2.302585092994046
17,Morelos,2021,349.0,17.378106772283065,2.855211182504657,5.855071922202427,349.0,17.378106772283065,2.855211182504657,5,1.6094379124341005,5,1.6094379124341005,50.0,3.912023005428146,20.0,2.995732273553991,15800000.0,15118604.495392654,16.531436629177925,2008274,1035,51.536792290295054,3.942295966001699,129433.80484933828,11.770924869970624,1,Cuauhtémoc Blanco Bravo,MORENA,0,0,,667.0,6.502790045915623
17,Morelos,2022,287.0,14.228502814467266,2.655247193247216,5.659482215759621,287.0,14.228502814467266,2.655247193247216,5,1.6094379124341005,9,2.19722457733622,52.0,3.951243718581428,15.0,2.70805020110221,29451904.0,26423743.046832945,17.089773521771185,2017078,1041,51.60930811798056,3.943702046102562,128958.55440394473,11.767246348030795,1,Cuauhtémoc Blanco Bravo,MORENA,0,0,,524.0,6.261491684321042
17,Morelos,2023,321.0,15.806135045451256,2.760398158682211,5.771441123130016,321.0,15.806135045451256,2.760398158682211,9,2.19722457733622,12,2.4849066497880004,52.0,3.951243718581428,15.0,2.70805020110221,34355035.0,29450370.325921103,17.198217042716973,2030857,1302,64.1108655114565,4.160613858320709,131858.19040927058,11.789482308997137,1,Cuauhtémoc Blanco Bravo,MORENA,0,0,,659.0,6.490723534502507
17,Morelos,2024,295.0,14.433304434106828,2.669538344082452,5.68697535633982,295.0,14.433304434106828,2.669538344082452,12,2.4849066497880004,0,,54.0,3.9889840465642745,17.0,2.833213344056216,36586880.0,29897348.314606745,17.213280349297946,2043884,1323,64.72970090279097,4.170220151857588,132697.7656266207,11.795829382398743,1,Lucy Meza,MORENA,0,0,,625.0,6.437751649736401
18,Nayarit,2019,534.0,43.03297018556558,3.761966570393626,6.280395838960195,534.0,43.03297018556558,3.761966570393626,3,1.0986122886681098,3,1.0986122886681098,45.0,3.80666248977032,12.0,2.4849066497880004,17914275.0,18736429.52767435,16.745980289817016,1240909,168,13.538462530290296,2.605534710836691,126651.7149927996,11.749196196536715,0,Antonio Echevarría García,PAN,0,0,,121.0,4.795790545596741
18,Nayarit,2020,355.0,28.339014440923133,3.344239457402468,5.872117789475416,355.0,28.339014440923133,3.344239457402468,3,1.0986122886681098,2,0.6931471805599453,48.0,3.871201010907891,13.0,2.5649493574615367,17918952.93,17918952.93,16.70136953355841,1252690,159,12.692685341145856,2.5410258701472834,113839.21321316526,11.642542321400825,0,Antonio Echevarría García,PAN,0,0,,198.0,5.288267030694535
18,Nayarit,2021,398.0,31.464141945970216,3.4488485464964684,5.986452005284438,398.0,31.464141945970216,3.4488485464964684,2,0.6931471805599453,3,1.0986122886681098,47.0,3.8501476017100575,14.0,2.6390573296152584,17914275.0,17141698.642196216,16.657024570202207,1264932,201,15.89018223904526,2.7657014492711065,123302.01070097048,11.722391996407715,0,Antonio Echevarría García,PAN,0,0,,56.0,4.02535169073515
18,Nayarit,2022,415.0,32.45724832923381,3.4799237873666704,6.028278520230698,415.0,32.45724832923381,3.4799237873666704,3,1.0986122886681098,4,1.3862943611198906,38.0,3.6375861597263857,15.0,2.70805020110221,20271173.0,18186948.681141216,16.716214789372135,1278605,150,11.73153554068692,2.462280561232228,127170.66255802222,11.753285263019482,1,Miguel Ángel Navarro Quintero,MORENA,0,0,,106.0,4.663439094112067
18,Nayarit,2023,412.0,31.836207349527555,3.460604237974521,6.021023349349527,412.0,31.836207349527555,3.460604237974521,4,1.3862943611198906,4,1.3862943611198906,39.0,3.6635616461296463,19.0,2.9444389791664403,21719596.0,18618818.043101825,16.739683349984315,1294124,120,9.27268175228958,2.227072631407041,125250.69313296098,11.738072552927497,1,Miguel Ángel Navarro Quintero,MORENA,0,0,,195.0,5.272999558563747
18,Nayarit,2024,368.0,28.103788512881923,3.335904389774449,5.908082938168931,368.0,28.103788512881923,3.335904389774449,4,1.3862943611198906,0,,31.0,3.4339872044851463,14.0,2.6390573296152584,22077328.0,18040717.46680286,16.70814184269499,1309432,144,10.997134635475534,2.397634751181519,121999.2118720178,11.7117698636291,1,Miguel Ángel Navarro Quintero,MORENA,0,0,,190.0,5.247024072160486
19,Nuevo Leon,2019,9832.0,169.73957095181396,5.134265326859616,9.19339765124587,1262.0,21.78715811037319,3.0813207187149034,34,3.5263605246161616,34,3.5263605246161616,104.0,4.6443908991413725,24.0,3.1780538303479458,67701821.0,70808916.24482283,18.075495486396058,5792403,889,15.347689033376994,2.730964911127649,331265.79866766866,12.710676349236318,0,Jaime Rodríguez Calderón,IND,0,0,,1092.0,6.9957661563048505
19,Nuevo Leon,2020,6722.0,113.81701671071532,4.734592042242082,8.81314100828505,811.0,13.731865598391863,2.6197190880724435,34,3.5263605246161616,33,3.49650756146648,106.0,4.663439094112067,25.0,3.218875824868201,67639183.0,67639183.0,18.02969800327002,5905971,847,14.341418202019616,2.6631517286090847,295153.0955705675,12.59524946874044,0,Jaime Rodríguez Calderón,IND,0,0,,1108.0,7.010311867307229
19,Nuevo Leon,2021,8046.0,134.16918657721163,4.89910158995608,8.992930352509733,1336.0,22.27815476847561,3.1036065915429374,33,3.49650756146648,36,3.58351893845611,108.0,4.68213122712422,22.0,3.091042453358316,71151680.28,68083171.73012334,18.0362406294245,5996906,1003,16.725291341901972,2.816922025408282,311139.65668296284,12.647997147223917,0,Jaime Rodríguez Calderón,IND,0,0,,784.0,6.664409020350408
19,Nuevo Leon,2022,8625.0,141.4978726922722,4.952284682993406,9.06242024189956,1092.0,17.914861099125943,2.885630597398696,36,3.58351893845611,48,3.871201010907891,119.0,4.77912349311153,24.0,3.1780538303479458,92671879.0,83143620.13278306,18.23608003345307,6095498,1328,21.78657100699565,3.081293771130225,316407.0317142257,12.664784738757085,0,Samuel García Sepúlveda,MC,0,0,,489.0,6.192362489474872
19,Nuevo Leon,2023,12146.0,195.8352204468352,5.27727359362804,9.40475517645752,1708.0,27.53882401804664,3.3155967915190345,48,3.871201010907891,66,4.189654742026425,124.0,4.820281565605037,24.0,3.1780538303479458,146696385.0,125753411.79899532,18.649833498178417,6202153,1338,21.57315370968759,3.071449657858693,321101.3498054627,12.67951208376065,0,Samuel García Sepúlveda,MC,0,0,,500.0,6.214608098422191
19,Nuevo Leon,2024,11407.0,180.82815713328003,5.197547172189066,9.341982481027898,1707.0,27.06002141023136,3.298057413955609,66,4.189654742026425,0,,119.0,4.77912349311153,24.0,3.1780538303479458,125338788.0,102421890.09193055,18.444611018153047,6308199,1539,24.39682070904865,3.1944528250000475,326558.430544122,12.69636417200604,0,Samuel García Sepúlveda,MC,0,0,,1120.0,7.02108396428914
20,Oaxaca,2019,12525.0,299.6246618009057,5.702530564012671,9.435481925953065,2973.0,71.1204885855563,4.264375461057703,15,2.70805020110221,16,2.772588722239781,155.0,5.043425116919247,66.0,4.189654742026425,40604284.0,42467769.7360164,17.564255987042326,4180230,1011,24.185272102252743,3.185743857080076,87881.20414426958,11.383741228547022,0,Alejandro Murat Hinojosa,PRI,7,1,1.9459101490553128,266.0,5.583496308781699
20,Oaxaca,2020,9590.0,228.0919360343636,5.429748775900682,9.168476167877484,2360.0,56.131070807205234,4.027689506042854,16,2.772588722239781,12,2.4849066497880004,160.0,5.075173815233827,77.0,4.343805421853684,40604284.0,40604284.0,17.51938413624679,4204445,809,19.24154079789366,2.95707152508169,83462.00390301217,11.332146764197727,0,Alejandro Murat Hinojosa,PRI,7,1,1.9459101490553128,382.0,5.945420608606575
20,Oaxaca,2021,2679.0,63.463290549110255,4.150461637144679,7.893198869544609,2294.0,54.34295950715153,3.995315065289386,12,2.4849066497880004,13,2.5649493574615367,158.0,5.062595033026967,68.0,4.219507705176107,40604284.0,38853171.55788608,17.475300267427517,4221338,736,17.435230251640593,2.8584928863289463,91302.34489633382,11.421931749674208,0,Alejandro Murat Hinojosa,PRI,7,1,1.9459101490553128,260.0,5.560681631015528
20,Oaxaca,2022,2729.0,64.29439434869002,4.163472447796085,7.911690520708339,2387.0,56.23698032624516,4.029574553426576,13,2.5649493574615367,25,3.218875824868201,158.0,5.062595033026967,74.0,4.30406509320417,40604284.0,36429467.07338955,17.410888540093488,4244538,826,19.460304042512988,2.968376700608724,97891.15116886693,11.49161143800722,1,Salomón Jara Cruz,MORENA,7,1,1.9459101490553128,278.0,5.627621113690637
20,Oaxaca,2023,2700.0,63.131770736273104,4.145224141032153,7.90100705199242,2281.0,53.33465520349591,3.976586311324121,25,3.218875824868201,39,3.6635616461296463,130.0,4.867534450455582,65.0,4.174387269895637,41655639.0,35708710.37426921,17.390905205064385,4276769,852,19.921580987890625,2.9918036158690486,103670.13135383277,11.548969323354386,1,Salomón Jara Cruz,MORENA,7,1,1.9459101490553128,278.0,5.627621113690637
20,Oaxaca,2024,2531.0,58.743756299983545,4.07318487163164,7.836369760545124,2309.0,53.59120240879574,3.981384920441012,39,3.6635616461296463,0,,113.0,4.727387818712341,58.0,4.060443010546419,47155639.0,38533719.30541369,17.467044242060755,4308543,877,20.354908840413103,3.0133221034586994,108476.20947498958,11.5942861604084,1,Salomón Jara Cruz,MORENA,7,1,1.9459101490553128,158.0,5.062595033026967
21,Puebla,2019,7876.0,118.66623133617183,4.7763147736617855,8.971575439759016,1710.0,25.76425286755381,3.248987983399476,21,3.044522437723423,22,3.091042453358316,61.0,4.110873864173311,24.0,3.1780538303479458,21854993.48,22858002.63565243,16.944811838745142,6637103,1109,16.709097327553906,2.815953321253137,129109.15003127122,11.76841344985588,1,Miguel Barbosa Huerta,MORENA,2,1,0.6931471805599453,1299.0,7.1693500166706
21,Puebla,2020,5997.0,89.43782132628967,4.49354365005699,8.69901462316851,5997.0,89.43782132628967,4.49354365005699,22,3.091042453358316,21,3.044522437723423,70.0,4.248495242049359,21.0,3.044522437723423,43865271.18,43865271.18,17.59663347567529,6705217,872,13.004799098970247,2.56531845079746,114419.87873024838,11.647630107956973,1,Miguel Barbosa Huerta,MORENA,2,1,0.6931471805599453,972.0,6.879355804460439
21,Puebla,2021,5775.0,85.44605801454432,4.447885276426615,8.661293535389994,5775.0,85.44605801454432,4.447885276426615,21,3.044522437723423,21,3.044522437723423,72.0,4.276666119016055,22.0,3.091042453358316,35230000.0,33710660.52991666,17.33332468149815,6758650,797,11.7922957987172,2.467446419826836,117608.7197887152,11.675118459561071,1,Miguel Barbosa Huerta,MORENA,2,1,0.6931471805599453,589.0,6.3784261836515865
21,Puebla,2022,9031.0,132.32651284985536,4.885272450513424,9.108418382250798,9031.0,132.32651284985536,4.885272450513424,21,3.044522437723423,31,3.4339872044851463,80.0,4.382026634673881,34.0,3.5263605246161616,44471502.0,39899068.72420599,17.50186354134224,6824785,914,13.39236327591272,2.5946846397167755,121000.55635452252,11.703550422539568,1,Miguel Barbosa Huerta,MORENA,2,1,0.6931471805599453,510.0,6.234410725718371
21,Puebla,2023,8378.0,121.28984175135696,4.798183067606911,9.03336450150698,8378.0,121.28984175135696,4.798183067606911,31,3.4339872044851463,44,3.784189633918261,104.0,4.6443908991413725,36.0,3.58351893845611,56791323.0,48683562.50107155,17.700852005432868,6907421,852,12.3345601781041,2.5124050929292467,123449.2094806441,11.723585091193844,1,Miguel Barbosa Huerta,MORENA,2,1,0.6931471805599453,791.0,6.673297967767654
21,Puebla,2024,9502.0,135.94868344959983,4.912277486953617,9.159257581746866,9502.0,135.94868344959983,4.912277486953617,44,3.784189633918261,0,,100.0,4.605170185988092,34.0,3.5263605246161616,56009390.0,45768653.72829418,17.63910999835179,6989402,880,12.590490574157846,2.532941812679004,126242.50701276018,11.745959994982323,1,Alejandro Armenta Mier,MORENA,2,1,0.6931471805599453,793.0,6.675823221634848
22,Queretaro,2019,781.0,33.02821353733858,3.4973621518769784,6.660575149839686,761.0,32.18242061704822,3.4714203598989783,13,2.5649493574615367,13,2.5649493574615367,63.0,4.143134726391533,23.0,3.1354942159291497,31432683.31,32875249.24695645,17.30823063008993,2364645,176,7.4429776985551745,2.0072709970754445,257589.72361601848,12.459123379621635,0,Francisco Domínguez Servién,PAN,1,1,0.0,978.0,6.885509670034818
